weather,hour,date
sky is clear,09,2017-03-31
sky is clear,10,2017-03-31
sky is clear,11,2017-03-31
sky is clear,12,2017-03-31
sky is clear,13,2017-03-31
sky is clear,14,2017-03-31
sky is clear,15,2017-03-31
few clouds,16,2017-03-31
sky is clear,17,2017-03-31
sky is clear,18,2017-03-31
sky is clear,19,2017-03-31
sky is clear,20,2017-03-31
sky is clear,21,2017-03-31
sky is clear,22,2017-03-31
sky is clear,23,2017-03-31
sky is clear,00,2017-04-01
sky is clear,01,2017-04-01
sky is clear,02,2017-04-01
sky is clear,03,2017-04-01
sky is clear,04,2017-04-01
sky is clear,05,2017-04-01
sky is clear,06,2017-04-01
sky is clear,07,2017-04-01
sky is clear,08,2017-04-01
sky is clear,09,2017-04-01
sky is clear,10,2017-04-01
haze,11,2017-04-01
sky is clear,12,2017-04-01
haze,13,2017-04-01
haze,14,2017-04-01
sky is clear,15,2017-04-01
sky is clear,16,2017-04-01
sky is clear,17,2017-04-01
sky is clear,18,2017-04-01
sky is clear,19,2017-04-01
sky is clear,20,2017-04-01
sky is clear,21,2017-04-01
sky is clear,22,2017-04-01
sky is clear,23,2017-04-01
sky is clear,00,2017-04-02
sky is clear,01,2017-04-02
sky is clear,02,2017-04-02
sky is clear,03,2017-04-02
sky is clear,04,2017-04-02
sky is clear,05,2017-04-02
sky is clear,06,2017-04-02
sky is clear,07,2017-04-02
sky is clear,08,2017-04-02
sky is clear,09,2017-04-02
sky is clear,10,2017-04-02
haze,11,2017-04-02
sky is clear,12,2017-04-02
sky is clear,13,2017-04-02
sky is clear,14,2017-04-02
sky is clear,15,2017-04-02
sky is clear,16,2017-04-02
sky is clear,17,2017-04-02
sky is clear,18,2017-04-02
sky is clear,19,2017-04-02
fog,20,2017-04-02
fog,21,2017-04-02
sky is clear,22,2017-04-02
sky is clear,23,2017-04-02
sky is clear,00,2017-04-03
scattered clouds,01,2017-04-03
scattered clouds,02,2017-04-03
overcast clouds,03,2017-04-03
overcast clouds,04,2017-04-03
mist,05,2017-04-03
mist,06,2017-04-03
mist,07,2017-04-03
mist,08,2017-04-03
mist,09,2017-04-03
mist,10,2017-04-03
mist,11,2017-04-03
mist,12,2017-04-03
mist,13,2017-04-03
mist,14,2017-04-03
mist,15,2017-04-03
haze,16,2017-04-03
mist,17,2017-04-03
haze,18,2017-04-03
haze,19,2017-04-03
haze,20,2017-04-03
scattered clouds,21,2017-04-03
broken clouds,22,2017-04-03
broken clouds,23,2017-04-03
broken clouds,00,2017-04-04
broken clouds,01,2017-04-04
overcast clouds,02,2017-04-04
scattered clouds,03,2017-04-04
scattered clouds,04,2017-04-04
broken clouds,05,2017-04-04
broken clouds,06,2017-04-04
broken clouds,07,2017-04-04
mist,08,2017-04-04
mist,09,2017-04-04
mist,10,2017-04-04
mist,11,2017-04-04
overcast clouds,12,2017-04-04
haze,13,2017-04-04
haze,14,2017-04-04
haze,15,2017-04-04
mist,16,2017-04-04
haze,17,2017-04-04
haze,18,2017-04-04
haze,19,2017-04-04
haze,20,2017-04-04
sky is clear,21,2017-04-04
sky is clear,22,2017-04-04
sky is clear,23,2017-04-04
sky is clear,00,2017-04-05
sky is clear,01,2017-04-05
sky is clear,02,2017-04-05
sky is clear,03,2017-04-05
sky is clear,04,2017-04-05
sky is clear,05,2017-04-05
haze,06,2017-04-05
mist,07,2017-04-05
haze,08,2017-04-05
haze,09,2017-04-05
mist,10,2017-04-05
mist,11,2017-04-05
mist,12,2017-04-05
mist,13,2017-04-05
haze,14,2017-04-05
mist,15,2017-04-05
haze,16,2017-04-05
haze,17,2017-04-05
sky is clear,18,2017-04-05
sky is clear,19,2017-04-05
sky is clear,20,2017-04-05
sky is clear,21,2017-04-05
sky is clear,22,2017-04-05
sky is clear,23,2017-04-05
haze,00,2017-04-06
sky is clear,01,2017-04-06
sky is clear,02,2017-04-06
sky is clear,03,2017-04-06
sky is clear,04,2017-04-06
sky is clear,05,2017-04-06
sky is clear,06,2017-04-06
haze,07,2017-04-06
mist,08,2017-04-06
haze,09,2017-04-06
mist,10,2017-04-06
mist,11,2017-04-06
mist,12,2017-04-06
mist,13,2017-04-06
fog,14,2017-04-06
mist,15,2017-04-06
mist,16,2017-04-06
mist,17,2017-04-06
broken clouds,18,2017-04-06
haze,19,2017-04-06
sky is clear,20,2017-04-06
sky is clear,21,2017-04-06
sky is clear,22,2017-04-06
sky is clear,23,2017-04-06
sky is clear,00,2017-04-07
few clouds,01,2017-04-07
sky is clear,02,2017-04-07
sky is clear,03,2017-04-07
sky is clear,04,2017-04-07
sky is clear,05,2017-04-07
mist,06,2017-04-07
mist,07,2017-04-07
mist,08,2017-04-07
mist,09,2017-04-07
mist,10,2017-04-07
mist,11,2017-04-07
mist,12,2017-04-07
broken clouds,13,2017-04-07
fog,14,2017-04-07
mist,15,2017-04-07
mist,16,2017-04-07
haze,17,2017-04-07
haze,18,2017-04-07
sky is clear,19,2017-04-07
sky is clear,20,2017-04-07
sky is clear,21,2017-04-07
sky is clear,22,2017-04-07
broken clouds,23,2017-04-07
broken clouds,00,2017-04-08
sky is clear,01,2017-04-08
sky is clear,02,2017-04-08
overcast clouds,03,2017-04-08
overcast clouds,04,2017-04-08
broken clouds,05,2017-04-08
overcast clouds,06,2017-04-08
mist,07,2017-04-08
mist,08,2017-04-08
light intensity drizzle,09,2017-04-08
light intensity drizzle,10,2017-04-08
light intensity drizzle,11,2017-04-08
light intensity drizzle,12,2017-04-08
mist,13,2017-04-08
mist,14,2017-04-08
light rain,15,2017-04-08
mist,16,2017-04-08
broken clouds,17,2017-04-08
overcast clouds,18,2017-04-08
few clouds,19,2017-04-08
few clouds,20,2017-04-08
sky is clear,21,2017-04-08
sky is clear,22,2017-04-08
sky is clear,23,2017-04-08
sky is clear,00,2017-04-09
sky is clear,01,2017-04-09
sky is clear,02,2017-04-09
sky is clear,03,2017-04-09
sky is clear,04,2017-04-09
sky is clear,05,2017-04-09
sky is clear,06,2017-04-09
sky is clear,07,2017-04-09
sky is clear,08,2017-04-09
sky is clear,09,2017-04-09
sky is clear,10,2017-04-09
sky is clear,11,2017-04-09
sky is clear,12,2017-04-09
sky is clear,13,2017-04-09
broken clouds,14,2017-04-09
scattered clouds,15,2017-04-09
sky is clear,16,2017-04-09
broken clouds,17,2017-04-09
sky is clear,18,2017-04-09
sky is clear,19,2017-04-09
sky is clear,20,2017-04-09
sky is clear,21,2017-04-09
sky is clear,22,2017-04-09
sky is clear,23,2017-04-09
sky is clear,00,2017-04-10
sky is clear,01,2017-04-10
sky is clear,02,2017-04-10
sky is clear,03,2017-04-10
sky is clear,04,2017-04-10
sky is clear,05,2017-04-10
sky is clear,06,2017-04-10
sky is clear,07,2017-04-10
sky is clear,08,2017-04-10
sky is clear,09,2017-04-10
sky is clear,10,2017-04-10
sky is clear,11,2017-04-10
sky is clear,12,2017-04-10
sky is clear,13,2017-04-10
sky is clear,14,2017-04-10
sky is clear,15,2017-04-10
sky is clear,16,2017-04-10
haze,17,2017-04-10
sky is clear,18,2017-04-10
sky is clear,19,2017-04-10
sky is clear,20,2017-04-10
sky is clear,21,2017-04-10
sky is clear,22,2017-04-10
sky is clear,23,2017-04-10
sky is clear,00,2017-04-11
sky is clear,01,2017-04-11
sky is clear,02,2017-04-11
sky is clear,03,2017-04-11
sky is clear,04,2017-04-11
sky is clear,05,2017-04-11
sky is clear,06,2017-04-11
sky is clear,07,2017-04-11
sky is clear,08,2017-04-11
haze,09,2017-04-11
haze,10,2017-04-11
haze,11,2017-04-11
haze,12,2017-04-11
haze,13,2017-04-11
sky is clear,14,2017-04-11
sky is clear,15,2017-04-11
sky is clear,16,2017-04-11
sky is clear,17,2017-04-11
sky is clear,18,2017-04-11
sky is clear,19,2017-04-11
sky is clear,20,2017-04-11
sky is clear,21,2017-04-11
sky is clear,22,2017-04-11
sky is clear,23,2017-04-11
sky is clear,00,2017-04-12
sky is clear,01,2017-04-12
sky is clear,02,2017-04-12
sky is clear,03,2017-04-12
sky is clear,04,2017-04-12
sky is clear,05,2017-04-12
sky is clear,06,2017-04-12
sky is clear,07,2017-04-12
sky is clear,08,2017-04-12
sky is clear,09,2017-04-12
haze,10,2017-04-12
sky is clear,11,2017-04-12
sky is clear,12,2017-04-12
sky is clear,13,2017-04-12
sky is clear,14,2017-04-12
sky is clear,15,2017-04-12
sky is clear,16,2017-04-12
sky is clear,17,2017-04-12
sky is clear,18,2017-04-12
sky is clear,19,2017-04-12
sky is clear,20,2017-04-12
sky is clear,21,2017-04-12
sky is clear,22,2017-04-12
sky is clear,23,2017-04-12
mist,00,2017-04-13
mist,01,2017-04-13
scattered clouds,02,2017-04-13
sky is clear,03,2017-04-13
sky is clear,04,2017-04-13
sky is clear,05,2017-04-13
sky is clear,06,2017-04-13
sky is clear,07,2017-04-13
sky is clear,08,2017-04-13
few clouds,09,2017-04-13
few clouds,10,2017-04-13
few clouds,11,2017-04-13
few clouds,12,2017-04-13
scattered clouds,13,2017-04-13
scattered clouds,14,2017-04-13
sky is clear,15,2017-04-13
broken clouds,16,2017-04-13
overcast clouds,17,2017-04-13
broken clouds,18,2017-04-13
overcast clouds,19,2017-04-13
sky is clear,20,2017-04-13
sky is clear,21,2017-04-13
sky is clear,22,2017-04-13
scattered clouds,23,2017-04-13
sky is clear,00,2017-04-14
sky is clear,01,2017-04-14
sky is clear,02,2017-04-14
scattered clouds,03,2017-04-14
sky is clear,04,2017-04-14
sky is clear,05,2017-04-14
sky is clear,06,2017-04-14
haze,07,2017-04-14
sky is clear,08,2017-04-14
sky is clear,09,2017-04-14
sky is clear,10,2017-04-14
sky is clear,11,2017-04-14
sky is clear,12,2017-04-14
mist,13,2017-04-14
fog,14,2017-04-14
haze,15,2017-04-14
sky is clear,16,2017-04-14
few clouds,17,2017-04-14
sky is clear,18,2017-04-14
sky is clear,19,2017-04-14
sky is clear,20,2017-04-14
sky is clear,21,2017-04-14
sky is clear,22,2017-04-14
sky is clear,23,2017-04-14
sky is clear,00,2017-04-15
sky is clear,01,2017-04-15
sky is clear,02,2017-04-15
sky is clear,03,2017-04-15
sky is clear,04,2017-04-15
sky is clear,05,2017-04-15
sky is clear,06,2017-04-15
sky is clear,07,2017-04-15
sky is clear,08,2017-04-15
sky is clear,09,2017-04-15
sky is clear,10,2017-04-15
sky is clear,11,2017-04-15
sky is clear,12,2017-04-15
haze,13,2017-04-15
sky is clear,14,2017-04-15
sky is clear,15,2017-04-15
sky is clear,16,2017-04-15
sky is clear,17,2017-04-15
sky is clear,18,2017-04-15
sky is clear,19,2017-04-15
sky is clear,20,2017-04-15
sky is clear,21,2017-04-15
sky is clear,22,2017-04-15
sky is clear,23,2017-04-15
sky is clear,00,2017-04-16
sky is clear,01,2017-04-16
sky is clear,02,2017-04-16
sky is clear,03,2017-04-16
sky is clear,04,2017-04-16
sky is clear,05,2017-04-16
sky is clear,06,2017-04-16
sky is clear,07,2017-04-16
sky is clear,08,2017-04-16
sky is clear,09,2017-04-16
sky is clear,10,2017-04-16
haze,11,2017-04-16
sky is clear,12,2017-04-16
haze,13,2017-04-16
sky is clear,14,2017-04-16
sky is clear,15,2017-04-16
sky is clear,16,2017-04-16
sky is clear,17,2017-04-16
sky is clear,18,2017-04-16
sky is clear,19,2017-04-16
sky is clear,20,2017-04-16
sky is clear,21,2017-04-16
sky is clear,22,2017-04-16
sky is clear,23,2017-04-16
sky is clear,00,2017-04-17
sky is clear,01,2017-04-17
sky is clear,02,2017-04-17
sky is clear,03,2017-04-17
sky is clear,04,2017-04-17
sky is clear,05,2017-04-17
sky is clear,06,2017-04-17
sky is clear,07,2017-04-17
sky is clear,08,2017-04-17
sky is clear,09,2017-04-17
sky is clear,10,2017-04-17
sky is clear,11,2017-04-17
haze,12,2017-04-17
sky is clear,13,2017-04-17
sky is clear,14,2017-04-17
overcast clouds,15,2017-04-17
broken clouds,16,2017-04-17
overcast clouds,17,2017-04-17
sky is clear,18,2017-04-17
broken clouds,19,2017-04-17
broken clouds,20,2017-04-17
sky is clear,21,2017-04-17
overcast clouds,22,2017-04-17
broken clouds,23,2017-04-17
sky is clear,00,2017-04-18
mist,01,2017-04-18
mist,02,2017-04-18
mist,03,2017-04-18
mist,04,2017-04-18
fog,05,2017-04-18
fog,06,2017-04-18
fog,07,2017-04-18
fog,08,2017-04-18
mist,09,2017-04-18
mist,10,2017-04-18
haze,11,2017-04-18
haze,12,2017-04-18
mist,13,2017-04-18
haze,14,2017-04-18
mist,15,2017-04-18
haze,16,2017-04-18
haze,17,2017-04-18
scattered clouds,18,2017-04-18
sky is clear,19,2017-04-18
few clouds,20,2017-04-18
sky is clear,21,2017-04-18
few clouds,22,2017-04-18
broken clouds,23,2017-04-18
scattered clouds,00,2017-04-19
sky is clear,01,2017-04-19
sky is clear,02,2017-04-19
mist,03,2017-04-19
light intensity drizzle,04,2017-04-19
mist,05,2017-04-19
mist,06,2017-04-19
light intensity drizzle,07,2017-04-19
mist,08,2017-04-19
mist,09,2017-04-19
mist,10,2017-04-19
mist,11,2017-04-19
mist,12,2017-04-19
mist,13,2017-04-19
mist,14,2017-04-19
sky is clear,15,2017-04-19
sky is clear,16,2017-04-19
few clouds,17,2017-04-19
sky is clear,18,2017-04-19
sky is clear,19,2017-04-19
scattered clouds,20,2017-04-19
scattered clouds,21,2017-04-19
few clouds,22,2017-04-19
sky is clear,23,2017-04-19
sky is clear,00,2017-04-20
sky is clear,01,2017-04-20
sky is clear,02,2017-04-20
sky is clear,03,2017-04-20
sky is clear,04,2017-04-20
sky is clear,05,2017-04-20
sky is clear,06,2017-04-20
sky is clear,07,2017-04-20
sky is clear,08,2017-04-20
sky is clear,09,2017-04-20
sky is clear,10,2017-04-20
sky is clear,11,2017-04-20
sky is clear,12,2017-04-20
sky is clear,13,2017-04-20
fog,14,2017-04-20
mist,15,2017-04-20
sky is clear,16,2017-04-20
sky is clear,17,2017-04-20
sky is clear,18,2017-04-20
sky is clear,19,2017-04-20
sky is clear,20,2017-04-20
sky is clear,21,2017-04-20
sky is clear,22,2017-04-20
sky is clear,23,2017-04-20
sky is clear,00,2017-04-21
haze,01,2017-04-21
sky is clear,02,2017-04-21
sky is clear,03,2017-04-21
sky is clear,04,2017-04-21
haze,05,2017-04-21
haze,06,2017-04-21
sky is clear,07,2017-04-21
sky is clear,08,2017-04-21
haze,09,2017-04-21
sky is clear,10,2017-04-21
haze,11,2017-04-21
haze,12,2017-04-21
haze,13,2017-04-21
sky is clear,14,2017-04-21
sky is clear,15,2017-04-21
sky is clear,16,2017-04-21
sky is clear,17,2017-04-21
sky is clear,18,2017-04-21
sky is clear,19,2017-04-21
sky is clear,20,2017-04-21
sky is clear,21,2017-04-21
sky is clear,22,2017-04-21
sky is clear,23,2017-04-21
sky is clear,00,2017-04-22
sky is clear,01,2017-04-22
sky is clear,02,2017-04-22
sky is clear,03,2017-04-22
sky is clear,04,2017-04-22
sky is clear,05,2017-04-22
sky is clear,06,2017-04-22
sky is clear,07,2017-04-22
haze,08,2017-04-22
haze,09,2017-04-22
haze,10,2017-04-22
haze,11,2017-04-22
haze,12,2017-04-22
haze,13,2017-04-22
sky is clear,14,2017-04-22
sky is clear,15,2017-04-22
sky is clear,16,2017-04-22
sky is clear,17,2017-04-22
sky is clear,18,2017-04-22
smoke,19,2017-04-22
sky is clear,20,2017-04-22
sky is clear,21,2017-04-22
sky is clear,22,2017-04-22
sky is clear,23,2017-04-22
sky is clear,00,2017-04-23
sky is clear,01,2017-04-23
sky is clear,02,2017-04-23
sky is clear,03,2017-04-23
sky is clear,04,2017-04-23
sky is clear,05,2017-04-23
sky is clear,06,2017-04-23
haze,07,2017-04-23
light rain,08,2017-04-23
light rain,09,2017-04-23
haze,10,2017-04-23
haze,11,2017-04-23
haze,12,2017-04-23
haze,13,2017-04-23
light rain,14,2017-04-23
broken clouds,15,2017-04-23
light rain,16,2017-04-23
light rain,17,2017-04-23
sky is clear,18,2017-04-23
sky is clear,19,2017-04-23
sky is clear,20,2017-04-23
sky is clear,21,2017-04-23
sky is clear,22,2017-04-23
sky is clear,23,2017-04-23
sky is clear,00,2017-04-24
sky is clear,01,2017-04-24
sky is clear,02,2017-04-24
sky is clear,03,2017-04-24
sky is clear,04,2017-04-24
sky is clear,05,2017-04-24
sky is clear,06,2017-04-24
haze,07,2017-04-24
mist,08,2017-04-24
mist,09,2017-04-24
mist,10,2017-04-24
mist,11,2017-04-24
haze,12,2017-04-24
haze,13,2017-04-24
haze,14,2017-04-24
haze,15,2017-04-24
haze,16,2017-04-24
scattered clouds,17,2017-04-24
broken clouds,18,2017-04-24
sky is clear,19,2017-04-24
sky is clear,20,2017-04-24
sky is clear,21,2017-04-24
sky is clear,22,2017-04-24
sky is clear,23,2017-04-24
sky is clear,00,2017-04-25
sky is clear,01,2017-04-25
sky is clear,02,2017-04-25
sky is clear,03,2017-04-25
sky is clear,04,2017-04-25
sky is clear,05,2017-04-25
sky is clear,06,2017-04-25
sky is clear,07,2017-04-25
sky is clear,08,2017-04-25
haze,09,2017-04-25
mist,10,2017-04-25
mist,11,2017-04-25
mist,12,2017-04-25
mist,13,2017-04-25
sky is clear,14,2017-04-25
sky is clear,15,2017-04-25
sky is clear,16,2017-04-25
sky is clear,17,2017-04-25
sky is clear,18,2017-04-25
sky is clear,19,2017-04-25
sky is clear,20,2017-04-25
sky is clear,21,2017-04-25
sky is clear,22,2017-04-25
sky is clear,23,2017-04-25
sky is clear,00,2017-04-26
sky is clear,01,2017-04-26
sky is clear,02,2017-04-26
sky is clear,03,2017-04-26
sky is clear,04,2017-04-26
sky is clear,05,2017-04-26
haze,06,2017-04-26
sky is clear,07,2017-04-26
sky is clear,08,2017-04-26
sky is clear,09,2017-04-26
sky is clear,10,2017-04-26
haze,11,2017-04-26
sky is clear,12,2017-04-26
haze,13,2017-04-26
sky is clear,14,2017-04-26
sky is clear,15,2017-04-26
sky is clear,16,2017-04-26
sky is clear,17,2017-04-26
sky is clear,18,2017-04-26
sky is clear,19,2017-04-26
sky is clear,20,2017-04-26
sky is clear,21,2017-04-26
sky is clear,22,2017-04-26
sky is clear,23,2017-04-26
sky is clear,00,2017-04-27
sky is clear,01,2017-04-27
sky is clear,02,2017-04-27
few clouds,03,2017-04-27
sky is clear,04,2017-04-27
sky is clear,05,2017-04-27
sky is clear,06,2017-04-27
light rain,07,2017-04-27
sky is clear,08,2017-04-27
mist,09,2017-04-27
light intensity drizzle,10,2017-04-27
mist,11,2017-04-27
mist,12,2017-04-27
mist,13,2017-04-27
fog,14,2017-04-27
mist,15,2017-04-27
haze,16,2017-04-27
sky is clear,17,2017-04-27
haze,18,2017-04-27
sky is clear,19,2017-04-27
sky is clear,20,2017-04-27
sky is clear,21,2017-04-27
sky is clear,22,2017-04-27
sky is clear,23,2017-04-27
sky is clear,00,2017-04-28
sky is clear,01,2017-04-28
sky is clear,02,2017-04-28
sky is clear,03,2017-04-28
sky is clear,04,2017-04-28
sky is clear,05,2017-04-28
sky is clear,06,2017-04-28
sky is clear,07,2017-04-28
sky is clear,08,2017-04-28
sky is clear,09,2017-04-28
haze,10,2017-04-28
scattered clouds,11,2017-04-28
light rain,12,2017-04-28
mist,13,2017-04-28
haze,14,2017-04-28
haze,15,2017-04-28
light rain,16,2017-04-28
sky is clear,17,2017-04-28
sky is clear,18,2017-04-28
sky is clear,19,2017-04-28
sky is clear,20,2017-04-28
sky is clear,21,2017-04-28
sky is clear,22,2017-04-28
sky is clear,23,2017-04-28
sky is clear,00,2017-04-29
sky is clear,01,2017-04-29
sky is clear,02,2017-04-29
sky is clear,03,2017-04-29
sky is clear,04,2017-04-29
sky is clear,05,2017-04-29
haze,06,2017-04-29
sky is clear,07,2017-04-29
sky is clear,08,2017-04-29
sky is clear,09,2017-04-29
haze,10,2017-04-29
haze,11,2017-04-29
haze,12,2017-04-29
haze,13,2017-04-29
sky is clear,14,2017-04-29
sky is clear,15,2017-04-29
sky is clear,16,2017-04-29
sky is clear,17,2017-04-29
sky is clear,18,2017-04-29
sky is clear,19,2017-04-29
sky is clear,20,2017-04-29
sky is clear,21,2017-04-29
dust,22,2017-04-29
dust,23,2017-04-29
sky is clear,00,2017-04-30
sky is clear,01,2017-04-30
sky is clear,02,2017-04-30
sky is clear,03,2017-04-30
sky is clear,04,2017-04-30
sky is clear,05,2017-04-30
haze,06,2017-04-30
haze,07,2017-04-30
haze,08,2017-04-30
sky is clear,09,2017-04-30
sky is clear,10,2017-04-30
haze,11,2017-04-30
sky is clear,12,2017-04-30
haze,13,2017-04-30
sky is clear,14,2017-04-30
sky is clear,15,2017-04-30
sky is clear,16,2017-04-30
sky is clear,17,2017-04-30
sky is clear,18,2017-04-30
sky is clear,19,2017-04-30
sky is clear,20,2017-04-30
sky is clear,21,2017-04-30
sky is clear,22,2017-04-30
sky is clear,23,2017-04-30
sky is clear,00,2017-05-01
sky is clear,01,2017-05-01
sky is clear,02,2017-05-01
sky is clear,03,2017-05-01
sky is clear,04,2017-05-01
sky is clear,05,2017-05-01
haze,06,2017-05-01
haze,07,2017-05-01
sky is clear,08,2017-05-01
mist,09,2017-05-01
mist,10,2017-05-01
mist,11,2017-05-01
mist,12,2017-05-01
mist,13,2017-05-01
haze,14,2017-05-01
sky is clear,15,2017-05-01
sky is clear,16,2017-05-01
sky is clear,17,2017-05-01
sky is clear,18,2017-05-01
sky is clear,19,2017-05-01
sky is clear,20,2017-05-01
sky is clear,21,2017-05-01
sky is clear,22,2017-05-01
haze,23,2017-05-01
haze,00,2017-05-02
haze,01,2017-05-02
haze,02,2017-05-02
haze,03,2017-05-02
sky is clear,04,2017-05-02
sky is clear,05,2017-05-02
sky is clear,06,2017-05-02
sky is clear,07,2017-05-02
sky is clear,08,2017-05-02
mist,09,2017-05-02
mist,10,2017-05-02
haze,11,2017-05-02
fog,12,2017-05-02
fog,13,2017-05-02
fog,14,2017-05-02
haze,15,2017-05-02
sky is clear,16,2017-05-02
sky is clear,17,2017-05-02
sky is clear,18,2017-05-02
sky is clear,19,2017-05-02
sky is clear,20,2017-05-02
sky is clear,21,2017-05-02
sky is clear,22,2017-05-02
sky is clear,23,2017-05-02
sky is clear,00,2017-05-03
sky is clear,01,2017-05-03
sky is clear,02,2017-05-03
mist,03,2017-05-03
mist,04,2017-05-03
haze,05,2017-05-03
haze,06,2017-05-03
fog,07,2017-05-03
fog,08,2017-05-03
haze,09,2017-05-03
haze,10,2017-05-03
sky is clear,11,2017-05-03
mist,12,2017-05-03
haze,13,2017-05-03
haze,14,2017-05-03
haze,15,2017-05-03
sky is clear,16,2017-05-03
sky is clear,17,2017-05-03
haze,18,2017-05-03
sky is clear,19,2017-05-03
scattered clouds,20,2017-05-03
sky is clear,21,2017-05-03
sky is clear,22,2017-05-03
sky is clear,23,2017-05-03
haze,00,2017-05-04
haze,01,2017-05-04
sky is clear,02,2017-05-04
sky is clear,03,2017-05-04
sky is clear,04,2017-05-04
broken clouds,05,2017-05-04
sky is clear,06,2017-05-04
few clouds,07,2017-05-04
broken clouds,08,2017-05-04
sky is clear,09,2017-05-04
haze,10,2017-05-04
haze,11,2017-05-04
haze,12,2017-05-04
fog,13,2017-05-04
fog,14,2017-05-04
mist,15,2017-05-04
mist,16,2017-05-04
haze,17,2017-05-04
haze,18,2017-05-04
haze,19,2017-05-04
haze,20,2017-05-04
haze,21,2017-05-04
haze,22,2017-05-04
few clouds,23,2017-05-04
sky is clear,00,2017-05-05
broken clouds,01,2017-05-05
haze,02,2017-05-05
overcast clouds,03,2017-05-05
overcast clouds,04,2017-05-05
overcast clouds,05,2017-05-05
overcast clouds,06,2017-05-05
broken clouds,07,2017-05-05
mist,08,2017-05-05
mist,09,2017-05-05
mist,10,2017-05-05
mist,11,2017-05-05
haze,12,2017-05-05
fog,13,2017-05-05
mist,14,2017-05-05
mist,15,2017-05-05
mist,16,2017-05-05
mist,17,2017-05-05
mist,18,2017-05-05
haze,19,2017-05-05
haze,20,2017-05-05
haze,21,2017-05-05
haze,22,2017-05-05
haze,23,2017-05-05
sky is clear,00,2017-05-06
sky is clear,01,2017-05-06
scattered clouds,02,2017-05-06
broken clouds,03,2017-05-06
overcast clouds,04,2017-05-06
overcast clouds,05,2017-05-06
broken clouds,06,2017-05-06
overcast clouds,07,2017-05-06
overcast clouds,08,2017-05-06
overcast clouds,09,2017-05-06
overcast clouds,10,2017-05-06
overcast clouds,11,2017-05-06
light intensity drizzle,12,2017-05-06
light intensity drizzle,13,2017-05-06
light rain,14,2017-05-06
light rain,15,2017-05-06
haze,16,2017-05-06
light rain,17,2017-05-06
mist,18,2017-05-06
mist,19,2017-05-06
mist,20,2017-05-06
light rain,21,2017-05-06
light rain,22,2017-05-06
light rain,23,2017-05-06
light rain,00,2017-05-07
light rain,01,2017-05-07
light rain,02,2017-05-07
haze,03,2017-05-07
overcast clouds,04,2017-05-07
overcast clouds,05,2017-05-07
light rain,06,2017-05-07
light rain,07,2017-05-07
light rain,08,2017-05-07
mist,09,2017-05-07
mist,10,2017-05-07
mist,11,2017-05-07
light rain,12,2017-05-07
light rain,13,2017-05-07
light rain,14,2017-05-07
light rain,15,2017-05-07
broken clouds,16,2017-05-07
broken clouds,17,2017-05-07
scattered clouds,18,2017-05-07
broken clouds,19,2017-05-07
proximity thunderstorm,20,2017-05-07
light rain,21,2017-05-07
proximity thunderstorm,22,2017-05-07
proximity thunderstorm,23,2017-05-07
proximity thunderstorm,00,2017-05-08
moderate rain,01,2017-05-08
moderate rain,02,2017-05-08
scattered clouds,03,2017-05-08
scattered clouds,04,2017-05-08
sky is clear,05,2017-05-08
sky is clear,06,2017-05-08
sky is clear,07,2017-05-08
sky is clear,08,2017-05-08
mist,09,2017-05-08
mist,10,2017-05-08
fog,11,2017-05-08
mist,12,2017-05-08
fog,13,2017-05-08
fog,14,2017-05-08
fog,15,2017-05-08
sky is clear,16,2017-05-08
sky is clear,17,2017-05-08
haze,18,2017-05-08
sky is clear,19,2017-05-08
sky is clear,20,2017-05-08
sky is clear,21,2017-05-08
sky is clear,22,2017-05-08
sky is clear,23,2017-05-08
sky is clear,00,2017-05-09
sky is clear,01,2017-05-09
sky is clear,02,2017-05-09
sky is clear,03,2017-05-09
sky is clear,04,2017-05-09
mist,05,2017-05-09
mist,06,2017-05-09
mist,07,2017-05-09
mist,08,2017-05-09
mist,09,2017-05-09
mist,10,2017-05-09
haze,11,2017-05-09
mist,12,2017-05-09
mist,13,2017-05-09
mist,14,2017-05-09
mist,15,2017-05-09
haze,16,2017-05-09
haze,17,2017-05-09
haze,18,2017-05-09
haze,19,2017-05-09
haze,20,2017-05-09
broken clouds,21,2017-05-09
overcast clouds,22,2017-05-09
broken clouds,23,2017-05-09
scattered clouds,00,2017-05-10
scattered clouds,01,2017-05-10
overcast clouds,02,2017-05-10
overcast clouds,03,2017-05-10
overcast clouds,04,2017-05-10
overcast clouds,05,2017-05-10
overcast clouds,06,2017-05-10
overcast clouds,07,2017-05-10
overcast clouds,08,2017-05-10
overcast clouds,09,2017-05-10
overcast clouds,10,2017-05-10
overcast clouds,11,2017-05-10
overcast clouds,12,2017-05-10
mist,13,2017-05-10
haze,14,2017-05-10
mist,15,2017-05-10
overcast clouds,16,2017-05-10
overcast clouds,17,2017-05-10
overcast clouds,18,2017-05-10
overcast clouds,19,2017-05-10
overcast clouds,20,2017-05-10
overcast clouds,21,2017-05-10
overcast clouds,22,2017-05-10
overcast clouds,23,2017-05-10
overcast clouds,00,2017-05-11
overcast clouds,01,2017-05-11
broken clouds,02,2017-05-11
fog,03,2017-05-11
scattered clouds,04,2017-05-11
sky is clear,05,2017-05-11
broken clouds,06,2017-05-11
broken clouds,07,2017-05-11
overcast clouds,08,2017-05-11
broken clouds,09,2017-05-11
broken clouds,10,2017-05-11
