weather,hour,date
sky is clear,20,2013-12-04
sky is clear,21,2013-12-04
sky is clear,22,2013-12-04
sky is clear,23,2013-12-04
sky is clear,00,2013-12-05
sky is clear,01,2013-12-05
sky is clear,02,2013-12-05
sky is clear,03,2013-12-05
sky is clear,04,2013-12-05
sky is clear,05,2013-12-05
sky is clear,06,2013-12-05
sky is clear,07,2013-12-05
sky is clear,08,2013-12-05
sky is clear,09,2013-12-05
sky is clear,10,2013-12-05
sky is clear,11,2013-12-05
sky is clear,12,2013-12-05
sky is clear,13,2013-12-05
sky is clear,14,2013-12-05
sky is clear,15,2013-12-05
sky is clear,16,2013-12-05
sky is clear,17,2013-12-05
sky is clear,18,2013-12-05
sky is clear,19,2013-12-05
sky is clear,20,2013-12-05
sky is clear,21,2013-12-05
sky is clear,22,2013-12-05
sky is clear,23,2013-12-05
sky is clear,00,2013-12-06
sky is clear,01,2013-12-06
sky is clear,02,2013-12-06
sky is clear,03,2013-12-06
sky is clear,04,2013-12-06
sky is clear,05,2013-12-06
sky is clear,06,2013-12-06
sky is clear,07,2013-12-06
sky is clear,08,2013-12-06
sky is clear,09,2013-12-06
sky is clear,10,2013-12-06
sky is clear,11,2013-12-06
sky is clear,12,2013-12-06
sky is clear,13,2013-12-06
sky is clear,14,2013-12-06
sky is clear,15,2013-12-06
sky is clear,16,2013-12-06
sky is clear,17,2013-12-06
sky is clear,18,2013-12-06
sky is clear,19,2013-12-06
sky is clear,20,2013-12-06
sky is clear,21,2013-12-06
sky is clear,22,2013-12-06
sky is clear,23,2013-12-06
sky is clear,00,2013-12-07
sky is clear,01,2013-12-07
sky is clear,02,2013-12-07
sky is clear,03,2013-12-07
sky is clear,04,2013-12-07
sky is clear,05,2013-12-07
sky is clear,06,2013-12-07
sky is clear,07,2013-12-07
sky is clear,08,2013-12-07
sky is clear,09,2013-12-07
sky is clear,10,2013-12-07
sky is clear,11,2013-12-07
sky is clear,12,2013-12-07
sky is clear,13,2013-12-07
sky is clear,14,2013-12-07
sky is clear,15,2013-12-07
light rain,16,2013-12-07
moderate rain,17,2013-12-07
mist,18,2013-12-07
mist,19,2013-12-07
mist,20,2013-12-07
light rain,21,2013-12-07
sky is clear,22,2013-12-07
light rain,23,2013-12-07
light rain,00,2013-12-08
sky is clear,01,2013-12-08
sky is clear,02,2013-12-08
sky is clear,03,2013-12-08
light rain,04,2013-12-08
sky is clear,05,2013-12-08
sky is clear,06,2013-12-08
sky is clear,07,2013-12-08
sky is clear,08,2013-12-08
sky is clear,09,2013-12-08
light rain,10,2013-12-08
sky is clear,11,2013-12-08
sky is clear,12,2013-12-08
sky is clear,13,2013-12-08
sky is clear,14,2013-12-08
sky is clear,15,2013-12-08
sky is clear,16,2013-12-08
sky is clear,17,2013-12-08
sky is clear,18,2013-12-08
sky is clear,19,2013-12-08
sky is clear,20,2013-12-08
light rain,21,2013-12-08
sky is clear,22,2013-12-08
sky is clear,23,2013-12-08
sky is clear,00,2013-12-09
sky is clear,01,2013-12-09
sky is clear,02,2013-12-09
sky is clear,03,2013-12-09
sky is clear,04,2013-12-09
sky is clear,05,2013-12-09
sky is clear,06,2013-12-09
sky is clear,07,2013-12-09
sky is clear,08,2013-12-09
sky is clear,09,2013-12-09
sky is clear,10,2013-12-09
sky is clear,11,2013-12-09
sky is clear,12,2013-12-09
sky is clear,13,2013-12-09
sky is clear,14,2013-12-09
sky is clear,15,2013-12-09
sky is clear,16,2013-12-09
sky is clear,17,2013-12-09
sky is clear,18,2013-12-09
sky is clear,19,2013-12-09
sky is clear,20,2013-12-09
sky is clear,21,2013-12-09
sky is clear,22,2013-12-09
sky is clear,23,2013-12-09
sky is clear,00,2013-12-10
sky is clear,01,2013-12-10
sky is clear,02,2013-12-10
sky is clear,03,2013-12-10
sky is clear,04,2013-12-10
sky is clear,05,2013-12-10
sky is clear,06,2013-12-10
sky is clear,07,2013-12-10
sky is clear,08,2013-12-10
sky is clear,09,2013-12-10
sky is clear,10,2013-12-10
sky is clear,11,2013-12-10
sky is clear,12,2013-12-10
sky is clear,13,2013-12-10
sky is clear,14,2013-12-10
sky is clear,15,2013-12-10
sky is clear,16,2013-12-10
sky is clear,17,2013-12-10
sky is clear,18,2013-12-10
sky is clear,19,2013-12-10
sky is clear,20,2013-12-10
sky is clear,21,2013-12-10
sky is clear,22,2013-12-10
sky is clear,23,2013-12-10
sky is clear,00,2013-12-11
sky is clear,01,2013-12-11
sky is clear,02,2013-12-11
sky is clear,03,2013-12-11
sky is clear,04,2013-12-11
sky is clear,05,2013-12-11
sky is clear,06,2013-12-11
sky is clear,07,2013-12-11
sky is clear,08,2013-12-11
sky is clear,09,2013-12-11
sky is clear,10,2013-12-11
sky is clear,11,2013-12-11
sky is clear,12,2013-12-11
sky is clear,13,2013-12-11
sky is clear,14,2013-12-11
sky is clear,15,2013-12-11
sky is clear,16,2013-12-11
sky is clear,17,2013-12-11
sky is clear,18,2013-12-11
sky is clear,19,2013-12-11
heavy intensity rain,20,2013-12-11
moderate rain,21,2013-12-11
sky is clear,22,2013-12-11
sky is clear,23,2013-12-11
sky is clear,00,2013-12-12
sky is clear,01,2013-12-12
sky is clear,02,2013-12-12
sky is clear,03,2013-12-12
sky is clear,04,2013-12-12
sky is clear,05,2013-12-12
sky is clear,06,2013-12-12
sky is clear,07,2013-12-12
sky is clear,08,2013-12-12
sky is clear,09,2013-12-12
sky is clear,10,2013-12-12
sky is clear,11,2013-12-12
sky is clear,12,2013-12-12
sky is clear,13,2013-12-12
sky is clear,14,2013-12-12
sky is clear,15,2013-12-12
sky is clear,16,2013-12-12
sky is clear,17,2013-12-12
sky is clear,18,2013-12-12
sky is clear,19,2013-12-12
sky is clear,20,2013-12-12
sky is clear,21,2013-12-12
sky is clear,22,2013-12-12
sky is clear,23,2013-12-12
sky is clear,00,2013-12-13
sky is clear,01,2013-12-13
sky is clear,02,2013-12-13
sky is clear,03,2013-12-13
sky is clear,04,2013-12-13
sky is clear,05,2013-12-13
sky is clear,06,2013-12-13
sky is clear,07,2013-12-13
sky is clear,08,2013-12-13
sky is clear,09,2013-12-13
sky is clear,10,2013-12-13
mist,11,2013-12-13
haze,12,2013-12-13
haze,13,2013-12-13
sky is clear,14,2013-12-13
sky is clear,15,2013-12-13
mist,16,2013-12-13
mist,17,2013-12-13
sky is clear,18,2013-12-13
sky is clear,19,2013-12-13
sky is clear,20,2013-12-13
sky is clear,21,2013-12-13
sky is clear,22,2013-12-13
sky is clear,23,2013-12-13
sky is clear,00,2013-12-14
sky is clear,01,2013-12-14
sky is clear,02,2013-12-14
sky is clear,03,2013-12-14
sky is clear,04,2013-12-14
sky is clear,05,2013-12-14
sky is clear,06,2013-12-14
sky is clear,07,2013-12-14
sky is clear,08,2013-12-14
haze,09,2013-12-14
sky is clear,10,2013-12-14
sky is clear,11,2013-12-14
sky is clear,12,2013-12-14
sky is clear,13,2013-12-14
sky is clear,14,2013-12-14
sky is clear,15,2013-12-14
sky is clear,16,2013-12-14
sky is clear,17,2013-12-14
sky is clear,18,2013-12-14
sky is clear,19,2013-12-14
sky is clear,20,2013-12-14
sky is clear,21,2013-12-14
sky is clear,22,2013-12-14
sky is clear,23,2013-12-14
sky is clear,00,2013-12-15
sky is clear,01,2013-12-15
sky is clear,02,2013-12-15
sky is clear,03,2013-12-15
sky is clear,04,2013-12-15
sky is clear,05,2013-12-15
sky is clear,06,2013-12-15
sky is clear,07,2013-12-15
sky is clear,08,2013-12-15
sky is clear,09,2013-12-15
sky is clear,10,2013-12-15
sky is clear,11,2013-12-15
sky is clear,12,2013-12-15
sky is clear,13,2013-12-15
sky is clear,14,2013-12-15
sky is clear,15,2013-12-15
sky is clear,16,2013-12-15
sky is clear,17,2013-12-15
sky is clear,18,2013-12-15
sky is clear,19,2013-12-15
sky is clear,20,2013-12-15
sky is clear,21,2013-12-15
sky is clear,22,2013-12-15
sky is clear,23,2013-12-15
sky is clear,00,2013-12-16
sky is clear,01,2013-12-16
sky is clear,02,2013-12-16
sky is clear,03,2013-12-16
sky is clear,04,2013-12-16
sky is clear,05,2013-12-16
sky is clear,06,2013-12-16
sky is clear,07,2013-12-16
sky is clear,08,2013-12-16
sky is clear,09,2013-12-16
sky is clear,10,2013-12-16
sky is clear,11,2013-12-16
sky is clear,12,2013-12-16
sky is clear,13,2013-12-16
sky is clear,14,2013-12-16
sky is clear,15,2013-12-16
sky is clear,16,2013-12-16
sky is clear,17,2013-12-16
sky is clear,18,2013-12-16
few clouds,19,2013-12-16
sky is clear,20,2013-12-16
sky is clear,21,2013-12-16
sky is clear,22,2013-12-16
sky is clear,23,2013-12-16
sky is clear,00,2013-12-17
sky is clear,01,2013-12-17
sky is clear,02,2013-12-17
sky is clear,03,2013-12-17
sky is clear,04,2013-12-17
sky is clear,05,2013-12-17
sky is clear,06,2013-12-17
sky is clear,07,2013-12-17
sky is clear,08,2013-12-17
sky is clear,09,2013-12-17
sky is clear,10,2013-12-17
sky is clear,11,2013-12-17
sky is clear,12,2013-12-17
sky is clear,13,2013-12-17
scattered clouds,14,2013-12-17
sky is clear,15,2013-12-17
sky is clear,16,2013-12-17
sky is clear,17,2013-12-17
sky is clear,18,2013-12-17
sky is clear,19,2013-12-17
sky is clear,20,2013-12-17
sky is clear,21,2013-12-17
sky is clear,22,2013-12-17
sky is clear,23,2013-12-17
sky is clear,00,2013-12-18
sky is clear,01,2013-12-18
sky is clear,02,2013-12-18
sky is clear,03,2013-12-18
sky is clear,04,2013-12-18
sky is clear,05,2013-12-18
sky is clear,06,2013-12-18
sky is clear,07,2013-12-18
sky is clear,08,2013-12-18
sky is clear,09,2013-12-18
sky is clear,10,2013-12-18
sky is clear,11,2013-12-18
sky is clear,12,2013-12-18
sky is clear,13,2013-12-18
sky is clear,14,2013-12-18
sky is clear,15,2013-12-18
sky is clear,16,2013-12-18
sky is clear,17,2013-12-18
sky is clear,18,2013-12-18
sky is clear,19,2013-12-18
sky is clear,20,2013-12-18
sky is clear,21,2013-12-18
sky is clear,22,2013-12-18
sky is clear,23,2013-12-18
sky is clear,00,2013-12-19
sky is clear,01,2013-12-19
sky is clear,02,2013-12-19
sky is clear,03,2013-12-19
sky is clear,04,2013-12-19
sky is clear,05,2013-12-19
sky is clear,06,2013-12-19
sky is clear,07,2013-12-19
sky is clear,08,2013-12-19
sky is clear,09,2013-12-19
sky is clear,10,2013-12-19
sky is clear,11,2013-12-19
light rain,12,2013-12-19
sky is clear,13,2013-12-19
moderate rain,14,2013-12-19
light rain,15,2013-12-19
light rain,16,2013-12-19
light rain,17,2013-12-19
moderate rain,18,2013-12-19
mist,19,2013-12-19
heavy intensity rain,20,2013-12-19
mist,21,2013-12-19
mist,22,2013-12-19
moderate rain,23,2013-12-19
light rain,00,2013-12-20
light rain,01,2013-12-20
light rain,02,2013-12-20
light rain,03,2013-12-20
light rain,04,2013-12-20
light rain,05,2013-12-20
light rain,06,2013-12-20
light rain,07,2013-12-20
light rain,08,2013-12-20
sky is clear,09,2013-12-20
light rain,10,2013-12-20
light rain,11,2013-12-20
light rain,12,2013-12-20
light rain,13,2013-12-20
light rain,14,2013-12-20
heavy intensity rain,15,2013-12-20
heavy intensity rain,16,2013-12-20
light rain,17,2013-12-20
light rain,18,2013-12-20
sky is clear,19,2013-12-20
sky is clear,20,2013-12-20
light rain,21,2013-12-20
light rain,22,2013-12-20
sky is clear,23,2013-12-20
light rain,00,2013-12-21
light rain,01,2013-12-21
sky is clear,02,2013-12-21
light rain,03,2013-12-21
sky is clear,04,2013-12-21
sky is clear,05,2013-12-21
sky is clear,06,2013-12-21
sky is clear,07,2013-12-21
light rain,08,2013-12-21
light rain,09,2013-12-21
sky is clear,10,2013-12-21
sky is clear,11,2013-12-21
light rain,12,2013-12-21
light rain,13,2013-12-21
light rain,14,2013-12-21
sky is clear,15,2013-12-21
haze,16,2013-12-21
sky is clear,17,2013-12-21
light rain,18,2013-12-21
sky is clear,19,2013-12-21
sky is clear,20,2013-12-21
light rain,21,2013-12-21
sky is clear,22,2013-12-21
sky is clear,23,2013-12-21
sky is clear,00,2013-12-22
sky is clear,01,2013-12-22
sky is clear,02,2013-12-22
sky is clear,03,2013-12-22
sky is clear,04,2013-12-22
light rain,05,2013-12-22
sky is clear,06,2013-12-22
sky is clear,07,2013-12-22
sky is clear,08,2013-12-22
sky is clear,09,2013-12-22
sky is clear,10,2013-12-22
light rain,11,2013-12-22
light rain,12,2013-12-22
sky is clear,13,2013-12-22
light rain,14,2013-12-22
light rain,15,2013-12-22
sky is clear,16,2013-12-22
sky is clear,17,2013-12-22
sky is clear,18,2013-12-22
sky is clear,19,2013-12-22
sky is clear,20,2013-12-22
sky is clear,21,2013-12-22
sky is clear,22,2013-12-22
sky is clear,23,2013-12-22
sky is clear,00,2013-12-23
sky is clear,01,2013-12-23
sky is clear,02,2013-12-23
sky is clear,03,2013-12-23
sky is clear,04,2013-12-23
mist,05,2013-12-23
mist,06,2013-12-23
sky is clear,07,2013-12-23
haze,08,2013-12-23
light rain,09,2013-12-23
mist,10,2013-12-23
mist,11,2013-12-23
sky is clear,12,2013-12-23
sky is clear,13,2013-12-23
light rain,14,2013-12-23
sky is clear,15,2013-12-23
sky is clear,16,2013-12-23
sky is clear,17,2013-12-23
sky is clear,18,2013-12-23
sky is clear,19,2013-12-23
sky is clear,20,2013-12-23
sky is clear,21,2013-12-23
sky is clear,22,2013-12-23
sky is clear,23,2013-12-23
sky is clear,00,2013-12-24
sky is clear,01,2013-12-24
sky is clear,02,2013-12-24
sky is clear,03,2013-12-24
sky is clear,04,2013-12-24
sky is clear,05,2013-12-24
sky is clear,06,2013-12-24
sky is clear,07,2013-12-24
sky is clear,08,2013-12-24
sky is clear,09,2013-12-24
sky is clear,10,2013-12-24
sky is clear,11,2013-12-24
sky is clear,12,2013-12-24
sky is clear,13,2013-12-24
sky is clear,14,2013-12-24
sky is clear,15,2013-12-24
sky is clear,16,2013-12-24
sky is clear,17,2013-12-24
sky is clear,18,2013-12-24
sky is clear,19,2013-12-24
sky is clear,20,2013-12-24
sky is clear,21,2013-12-24
sky is clear,22,2013-12-24
sky is clear,23,2013-12-24
sky is clear,00,2013-12-25
sky is clear,01,2013-12-25
sky is clear,02,2013-12-25
sky is clear,03,2013-12-25
sky is clear,04,2013-12-25
sky is clear,05,2013-12-25
sky is clear,06,2013-12-25
sky is clear,07,2013-12-25
sky is clear,08,2013-12-25
sky is clear,09,2013-12-25
sky is clear,10,2013-12-25
sky is clear,11,2013-12-25
sky is clear,12,2013-12-25
sky is clear,13,2013-12-25
sky is clear,14,2013-12-25
sky is clear,15,2013-12-25
sky is clear,16,2013-12-25
sky is clear,17,2013-12-25
sky is clear,18,2013-12-25
sky is clear,19,2013-12-25
sky is clear,20,2013-12-25
sky is clear,21,2013-12-25
sky is clear,22,2013-12-25
sky is clear,23,2013-12-25
sky is clear,00,2013-12-26
sky is clear,01,2013-12-26
sky is clear,02,2013-12-26
sky is clear,03,2013-12-26
sky is clear,04,2013-12-26
sky is clear,05,2013-12-26
sky is clear,06,2013-12-26
sky is clear,07,2013-12-26
sky is clear,08,2013-12-26
sky is clear,09,2013-12-26
sky is clear,10,2013-12-26
sky is clear,11,2013-12-26
sky is clear,12,2013-12-26
sky is clear,13,2013-12-26
sky is clear,14,2013-12-26
sky is clear,15,2013-12-26
sky is clear,16,2013-12-26
sky is clear,17,2013-12-26
sky is clear,18,2013-12-26
sky is clear,19,2013-12-26
sky is clear,20,2013-12-26
sky is clear,21,2013-12-26
sky is clear,22,2013-12-26
sky is clear,23,2013-12-26
sky is clear,00,2013-12-27
sky is clear,01,2013-12-27
sky is clear,02,2013-12-27
sky is clear,03,2013-12-27
sky is clear,04,2013-12-27
sky is clear,05,2013-12-27
sky is clear,06,2013-12-27
sky is clear,07,2013-12-27
sky is clear,08,2013-12-27
sky is clear,09,2013-12-27
sky is clear,10,2013-12-27
sky is clear,11,2013-12-27
sky is clear,12,2013-12-27
sky is clear,13,2013-12-27
sky is clear,14,2013-12-27
sky is clear,15,2013-12-27
sky is clear,16,2013-12-27
sky is clear,17,2013-12-27
sky is clear,18,2013-12-27
sky is clear,19,2013-12-27
sky is clear,20,2013-12-27
sky is clear,21,2013-12-27
sky is clear,22,2013-12-27
sky is clear,23,2013-12-27
sky is clear,00,2013-12-28
sky is clear,01,2013-12-28
sky is clear,02,2013-12-28
sky is clear,03,2013-12-28
sky is clear,04,2013-12-28
sky is clear,05,2013-12-28
sky is clear,06,2013-12-28
sky is clear,07,2013-12-28
sky is clear,08,2013-12-28
sky is clear,09,2013-12-28
sky is clear,10,2013-12-28
sky is clear,11,2013-12-28
sky is clear,12,2013-12-28
sky is clear,13,2013-12-28
sky is clear,14,2013-12-28
sky is clear,15,2013-12-28
sky is clear,16,2013-12-28
sky is clear,17,2013-12-28
sky is clear,18,2013-12-28
sky is clear,19,2013-12-28
sky is clear,20,2013-12-28
sky is clear,21,2013-12-28
sky is clear,22,2013-12-28
sky is clear,23,2013-12-28
sky is clear,00,2013-12-29
sky is clear,01,2013-12-29
sky is clear,02,2013-12-29
sky is clear,03,2013-12-29
sky is clear,04,2013-12-29
sky is clear,05,2013-12-29
sky is clear,06,2013-12-29
fog,07,2013-12-29
fog,08,2013-12-29
fog,09,2013-12-29
mist,10,2013-12-29
fog,11,2013-12-29
fog,12,2013-12-29
light rain,13,2013-12-29
fog,14,2013-12-29
light rain,15,2013-12-29
mist,16,2013-12-29
sky is clear,17,2013-12-29
sky is clear,18,2013-12-29
light rain,19,2013-12-29
sky is clear,20,2013-12-29
sky is clear,21,2013-12-29
sky is clear,22,2013-12-29
sky is clear,23,2013-12-29
sky is clear,00,2013-12-30
sky is clear,01,2013-12-30
sky is clear,02,2013-12-30
sky is clear,03,2013-12-30
sky is clear,04,2013-12-30
sky is clear,05,2013-12-30
sky is clear,06,2013-12-30
sky is clear,07,2013-12-30
sky is clear,08,2013-12-30
sky is clear,09,2013-12-30
sky is clear,10,2013-12-30
sky is clear,11,2013-12-30
sky is clear,12,2013-12-30
sky is clear,13,2013-12-30
sky is clear,14,2013-12-30
sky is clear,15,2013-12-30
sky is clear,16,2013-12-30
sky is clear,17,2013-12-30
sky is clear,18,2013-12-30
sky is clear,19,2013-12-30
sky is clear,20,2013-12-30
sky is clear,21,2013-12-30
sky is clear,22,2013-12-30
sky is clear,23,2013-12-30
sky is clear,00,2013-12-31
sky is clear,01,2013-12-31
sky is clear,02,2013-12-31
sky is clear,03,2013-12-31
sky is clear,04,2013-12-31
sky is clear,05,2013-12-31
sky is clear,06,2013-12-31
sky is clear,07,2013-12-31
sky is clear,08,2013-12-31
sky is clear,09,2013-12-31
light rain,10,2013-12-31
sky is clear,11,2013-12-31
sky is clear,12,2013-12-31
sky is clear,13,2013-12-31
sky is clear,14,2013-12-31
sky is clear,15,2013-12-31
sky is clear,16,2013-12-31
sky is clear,17,2013-12-31
sky is clear,18,2013-12-31
sky is clear,19,2013-12-31
sky is clear,20,2013-12-31
sky is clear,21,2013-12-31
sky is clear,22,2013-12-31
sky is clear,23,2013-12-31
sky is clear,00,2014-01-01
sky is clear,01,2014-01-01
sky is clear,02,2014-01-01
sky is clear,03,2014-01-01
sky is clear,04,2014-01-01
sky is clear,05,2014-01-01
sky is clear,06,2014-01-01
sky is clear,07,2014-01-01
fog,08,2014-01-01
haze,09,2014-01-01
haze,10,2014-01-01
haze,11,2014-01-01
haze,12,2014-01-01
fog,13,2014-01-01
mist,14,2014-01-01
light rain,15,2014-01-01
fog,16,2014-01-01
haze,17,2014-01-01
sky is clear,18,2014-01-01
sky is clear,19,2014-01-01
sky is clear,20,2014-01-01
sky is clear,21,2014-01-01
sky is clear,22,2014-01-01
sky is clear,23,2014-01-01
sky is clear,00,2014-01-02
sky is clear,01,2014-01-02
sky is clear,02,2014-01-02
sky is clear,03,2014-01-02
sky is clear,04,2014-01-02
sky is clear,05,2014-01-02
light rain,06,2014-01-02
sky is clear,07,2014-01-02
sky is clear,08,2014-01-02
sky is clear,09,2014-01-02
sky is clear,10,2014-01-02
sky is clear,11,2014-01-02
sky is clear,12,2014-01-02
sky is clear,13,2014-01-02
sky is clear,14,2014-01-02
light rain,15,2014-01-02
heavy intensity rain,16,2014-01-02
light rain,17,2014-01-02
sky is clear,18,2014-01-02
sky is clear,19,2014-01-02
sky is clear,20,2014-01-02
sky is clear,21,2014-01-02
sky is clear,22,2014-01-02
sky is clear,23,2014-01-02
sky is clear,00,2014-01-03
sky is clear,01,2014-01-03
sky is clear,02,2014-01-03
sky is clear,03,2014-01-03
sky is clear,04,2014-01-03
sky is clear,05,2014-01-03
sky is clear,06,2014-01-03
sky is clear,07,2014-01-03
sky is clear,08,2014-01-03
sky is clear,09,2014-01-03
sky is clear,10,2014-01-03
sky is clear,11,2014-01-03
mist,12,2014-01-03
sky is clear,13,2014-01-03
mist,14,2014-01-03
mist,15,2014-01-03
light rain,16,2014-01-03
fog,17,2014-01-03
sky is clear,18,2014-01-03
mist,19,2014-01-03
sky is clear,20,2014-01-03
sky is clear,21,2014-01-03
sky is clear,22,2014-01-03
sky is clear,23,2014-01-03
mist,00,2014-01-04
mist,01,2014-01-04
sky is clear,02,2014-01-04
sky is clear,03,2014-01-04
sky is clear,04,2014-01-04
sky is clear,05,2014-01-04
light rain,06,2014-01-04
sky is clear,07,2014-01-04
haze,08,2014-01-04
mist,09,2014-01-04
mist,10,2014-01-04
mist,11,2014-01-04
fog,12,2014-01-04
mist,13,2014-01-04
mist,14,2014-01-04
fog,15,2014-01-04
fog,16,2014-01-04
fog,17,2014-01-04
mist,18,2014-01-04
sky is clear,19,2014-01-04
sky is clear,20,2014-01-04
sky is clear,21,2014-01-04
sky is clear,22,2014-01-04
sky is clear,23,2014-01-04
sky is clear,00,2014-01-05
sky is clear,01,2014-01-05
sky is clear,02,2014-01-05
sky is clear,03,2014-01-05
sky is clear,04,2014-01-05
mist,05,2014-01-05
sky is clear,06,2014-01-05
mist,07,2014-01-05
mist,08,2014-01-05
haze,09,2014-01-05
haze,10,2014-01-05
haze,11,2014-01-05
haze,12,2014-01-05
mist,13,2014-01-05
sky is clear,14,2014-01-05
sky is clear,15,2014-01-05
light rain,16,2014-01-05
sky is clear,17,2014-01-05
sky is clear,18,2014-01-05
sky is clear,19,2014-01-05
sky is clear,20,2014-01-05
sky is clear,21,2014-01-05
sky is clear,22,2014-01-05
sky is clear,23,2014-01-05
light rain,00,2014-01-06
sky is clear,01,2014-01-06
light rain,02,2014-01-06
sky is clear,03,2014-01-06
sky is clear,04,2014-01-06
sky is clear,05,2014-01-06
sky is clear,06,2014-01-06
sky is clear,07,2014-01-06
sky is clear,08,2014-01-06
sky is clear,09,2014-01-06
sky is clear,10,2014-01-06
sky is clear,11,2014-01-06
sky is clear,12,2014-01-06
sky is clear,13,2014-01-06
sky is clear,14,2014-01-06
sky is clear,15,2014-01-06
sky is clear,16,2014-01-06
sky is clear,17,2014-01-06
sky is clear,18,2014-01-06
sky is clear,19,2014-01-06
sky is clear,20,2014-01-06
sky is clear,21,2014-01-06
sky is clear,22,2014-01-06
sky is clear,23,2014-01-06
sky is clear,00,2014-01-07
sky is clear,01,2014-01-07
sky is clear,02,2014-01-07
sky is clear,03,2014-01-07
sky is clear,04,2014-01-07
sky is clear,05,2014-01-07
sky is clear,06,2014-01-07
sky is clear,07,2014-01-07
sky is clear,08,2014-01-07
sky is clear,09,2014-01-07
sky is clear,10,2014-01-07
sky is clear,11,2014-01-07
sky is clear,12,2014-01-07
sky is clear,13,2014-01-07
sky is clear,14,2014-01-07
sky is clear,15,2014-01-07
sky is clear,16,2014-01-07
sky is clear,17,2014-01-07
sky is clear,18,2014-01-07
sky is clear,19,2014-01-07
sky is clear,20,2014-01-07
sky is clear,21,2014-01-07
sky is clear,22,2014-01-07
sky is clear,23,2014-01-07
sky is clear,00,2014-01-08
sky is clear,01,2014-01-08
few clouds,02,2014-01-08
sky is clear,03,2014-01-08
sky is clear,04,2014-01-08
sky is clear,05,2014-01-08
sky is clear,06,2014-01-08
sky is clear,07,2014-01-08
sky is clear,08,2014-01-08
sky is clear,09,2014-01-08
sky is clear,10,2014-01-08
sky is clear,11,2014-01-08
sky is clear,12,2014-01-08
fog,13,2014-01-08
haze,14,2014-01-08
fog,15,2014-01-08
mist,16,2014-01-08
mist,17,2014-01-08
haze,18,2014-01-08
sky is clear,19,2014-01-08
sky is clear,20,2014-01-08
sky is clear,21,2014-01-08
sky is clear,22,2014-01-08
sky is clear,23,2014-01-08
sky is clear,00,2014-01-09
sky is clear,01,2014-01-09
sky is clear,02,2014-01-09
sky is clear,03,2014-01-09
mist,04,2014-01-09
haze,05,2014-01-09
sky is clear,06,2014-01-09
mist,07,2014-01-09
mist,08,2014-01-09
haze,09,2014-01-09
mist,10,2014-01-09
haze,11,2014-01-09
mist,12,2014-01-09
mist,13,2014-01-09
haze,14,2014-01-09
mist,15,2014-01-09
haze,16,2014-01-09
haze,17,2014-01-09
mist,18,2014-01-09
haze,19,2014-01-09
haze,20,2014-01-09
haze,21,2014-01-09
haze,22,2014-01-09
sky is clear,23,2014-01-09
sky is clear,00,2014-01-10
sky is clear,01,2014-01-10
haze,02,2014-01-10
sky is clear,03,2014-01-10
sky is clear,04,2014-01-10
sky is clear,05,2014-01-10
sky is clear,06,2014-01-10
haze,07,2014-01-10
light rain,08,2014-01-10
sky is clear,09,2014-01-10
haze,10,2014-01-10
mist,11,2014-01-10
haze,12,2014-01-10
mist,13,2014-01-10
mist,14,2014-01-10
mist,15,2014-01-10
haze,16,2014-01-10
haze,17,2014-01-10
haze,18,2014-01-10
sky is clear,19,2014-01-10
haze,20,2014-01-10
sky is clear,21,2014-01-10
sky is clear,22,2014-01-10
haze,23,2014-01-10
sky is clear,00,2014-01-11
sky is clear,01,2014-01-11
sky is clear,02,2014-01-11
sky is clear,03,2014-01-11
sky is clear,04,2014-01-11
sky is clear,05,2014-01-11
sky is clear,06,2014-01-11
haze,07,2014-01-11
mist,08,2014-01-11
mist,09,2014-01-11
mist,10,2014-01-11
fog,11,2014-01-11
mist,12,2014-01-11
mist,13,2014-01-11
mist,14,2014-01-11
mist,15,2014-01-11
haze,16,2014-01-11
light rain,17,2014-01-11
haze,18,2014-01-11
sky is clear,19,2014-01-11
sky is clear,20,2014-01-11
sky is clear,21,2014-01-11
sky is clear,22,2014-01-11
sky is clear,23,2014-01-11
sky is clear,00,2014-01-12
sky is clear,01,2014-01-12
sky is clear,02,2014-01-12
sky is clear,03,2014-01-12
sky is clear,04,2014-01-12
sky is clear,05,2014-01-12
sky is clear,06,2014-01-12
mist,07,2014-01-12
mist,08,2014-01-12
mist,09,2014-01-12
fog,10,2014-01-12
haze,11,2014-01-12
fog,12,2014-01-12
mist,13,2014-01-12
fog,14,2014-01-12
mist,15,2014-01-12
mist,16,2014-01-12
mist,17,2014-01-12
haze,18,2014-01-12
haze,19,2014-01-12
sky is clear,20,2014-01-12
sky is clear,21,2014-01-12
sky is clear,22,2014-01-12
sky is clear,23,2014-01-12
sky is clear,00,2014-01-13
sky is clear,01,2014-01-13
sky is clear,02,2014-01-13
sky is clear,03,2014-01-13
sky is clear,04,2014-01-13
sky is clear,05,2014-01-13
sky is clear,06,2014-01-13
sky is clear,07,2014-01-13
sky is clear,08,2014-01-13
sky is clear,09,2014-01-13
sky is clear,10,2014-01-13
light rain,11,2014-01-13
sky is clear,12,2014-01-13
sky is clear,13,2014-01-13
sky is clear,14,2014-01-13
sky is clear,15,2014-01-13
sky is clear,16,2014-01-13
sky is clear,17,2014-01-13
sky is clear,18,2014-01-13
sky is clear,19,2014-01-13
sky is clear,20,2014-01-13
sky is clear,21,2014-01-13
sky is clear,22,2014-01-13
sky is clear,23,2014-01-13
